time,location,customer_id
2025-03-03 08:10:00,spices,29
2025-03-03 08:11:00,dairy,29
2025-03-03 08:12:00,dairy,29
2025-03-03 08:13:00,dairy,29
2025-03-03 08:14:00,dairy,29
2025-03-03 08:15:00,spices,29
2025-03-03 08:16:00,dairy,29
2025-03-03 08:17:00,dairy,29
2025-03-03 08:18:00,dairy,29
2025-03-03 08:19:00,drinks,29
2025-03-03 08:20:00,drinks,29
2025-03-03 08:21:00,drinks,29
2025-03-03 08:22:00,drinks,29
2025-03-03 08:23:00,drinks,29
2025-03-03 08:24:00,fruit,29
2025-03-03 08:25:00,checkout,29
2025-03-03 08:09:00,entrance,30
2025-03-03 08:10:00,drinks,30
2025-03-03 08:11:00,checkout,30
2025-03-03 08:09:00,entrance,31
2025-03-03 08:10:00,drinks,31
2025-03-03 08:11:00,checkout,31
2025-03-03 08:10:00,entrance,32
2025-03-03 08:11:00,dairy,32
2025-03-03 08:12:00,dairy,32
2025-03-03 08:13:00,dairy,32
2025-03-03 08:14:00,drinks,32
2025-03-03 08:15:00,drinks,32
2025-03-03 08:16:00,drinks,32
2025-03-03 08:17:00,drinks,32
2025-03-03 08:18:00,drinks,32
2025-03-03 08:19:00,drinks,32
2025-03-03 08:20:00,fruit,32
2025-03-03 08:21:00,checkout,32
2025-03-03 08:10:00,entrance,33
2025-03-03 08:11:00,spices,33
2025-03-03 08:12:00,fruit,33
2025-03-03 08:13:00,fruit,33
2025-03-03 08:14:00,fruit,33
2025-03-03 08:15:00,fruit,33
2025-03-03 08:16:00,fruit,33
2025-03-03 08:17:00,fruit,33
2025-03-03 08:18:00,checkout,33
2025-03-03 08:11:00,entrance,34
2025-03-03 08:12:00,spices,34
2025-03-03 08:13:00,dairy,34
2025-03-03 08:14:00,dairy,34
2025-03-03 08:15:00,dairy,34
2025-03-03 08:16:00,dairy,34
2025-03-03 08:17:00,spices,34
2025-03-03 08:18:00,spices,34
2025-03-03 08:19:00,spices,34
2025-03-03 08:20:00,spices,34
2025-03-03 08:21:00,spices,34
2025-03-03 08:22:00,fruit,34
2025-03-03 08:23:00,fruit,34
2025-03-03 08:24:00,fruit,34
2025-03-03 08:25:00,fruit,34
2025-03-03 08:26:00,checkout,34
2025-03-03 08:11:00,entrance,35
2025-03-03 08:12:00,fruit,35
2025-03-03 08:13:00,checkout,35
2025-03-03 08:11:00,entrance,36
2025-03-03 08:12:00,spices,36
2025-03-03 08:13:00,spices,36
2025-03-03 08:14:00,spices,36
2025-03-03 08:15:00,spices,36
2025-03-03 08:16:00,spices,36
2025-03-03 08:17:00,spices,36
2025-03-03 08:18:00,checkout,36
2025-03-03 08:11:00,entrance,37
2025-03-03 08:12:00,fruit,37
2025-03-03 08:13:00,fruit,37
2025-03-03 08:14:00,checkout,37
2025-03-03 08:11:00,entrance,38
2025-03-03 08:12:00,spices,38
2025-03-03 08:13:00,drinks,38
2025-03-03 08:14:00,checkout,38
2025-03-03 08:11:00,entrance,39
2025-03-03 08:12:00,spices,39
2025-03-03 08:13:00,fruit,39
2025-03-03 08:14:00,fruit,39
2025-03-03 08:15:00,fruit,39
2025-03-03 08:16:00,spices,39
2025-03-03 08:17:00,spices,39
2025-03-03 08:18:00,fruit,39
2025-03-03 08:19:00,dairy,39
2025-03-03 08:20:00,dairy,39
2025-03-03 08:21:00,drinks,39
2025-03-03 08:22:00,drinks,39
2025-03-03 08:23:00,drinks,39
2025-03-03 08:24:00,drinks,39
2025-03-03 08:25:00,checkout,39
2025-03-03 08:12:00,entrance,40
2025-03-03 08:13:00,dairy,40
2025-03-03 08:14:00,dairy,40
2025-03-03 08:15:00,dairy,40
2025-03-03 08:16:00,checkout,40
2025-03-03 08:12:00,entrance,41
2025-03-03 08:13:00,drinks,41
2025-03-03 08:14:00,drinks,41
2025-03-03 08:15:00,checkout,41
2025-03-03 08:12:00,entrance,42
2025-03-03 08:13:00,dairy,42
2025-03-03 08:14:00,dairy,42
2025-03-03 08:15:00,dairy,42
2025-03-03 08:16:00,dairy,42
2025-03-03 08:17:00,checkout,42
2025-03-03 08:13:00,entrance,43
2025-03-03 08:14:00,drinks,43
2025-03-03 08:15:00,drinks,43
2025-03-03 08:16:00,checkout,43
2025-03-03 08:13:00,entrance,44
2025-03-03 08:14:00,drinks,44
2025-03-03 08:15:00,checkout,44
2025-03-03 08:13:00,entrance,45
2025-03-03 08:14:00,spices,45
2025-03-03 08:15:00,spices,45
2025-03-03 08:16:00,spices,45
2025-03-03 08:17:00,spices,45
2025-03-03 08:18:00,dairy,45
2025-03-03 08:19:00,dairy,45
2025-03-03 08:20:00,dairy,45
2025-03-03 08:21:00,dairy,45
2025-03-03 08:22:00,dairy,45
2025-03-03 08:23:00,checkout,45
2025-03-03 08:13:00,entrance,46
2025-03-03 08:14:00,drinks,46
2025-03-03 08:15:00,fruit,46
2025-03-03 08:16:00,fruit,46
2025-03-03 08:17:00,fruit,46
2025-03-03 08:18:00,fruit,46
2025-03-03 08:19:00,fruit,46
2025-03-03 08:20:00,fruit,46
2025-03-03 08:21:00,fruit,46
2025-03-03 08:22:00,dairy,46
2025-03-03 08:23:00,dairy,46
2025-03-03 08:24:00,dairy,46
2025-03-03 08:25:00,dairy,46
2025-03-03 08:26:00,dairy,46
2025-03-03 08:27:00,drinks,46
2025-03-03 08:28:00,fruit,46
2025-03-03 08:29:00,fruit,46
2025-03-03 08:30:00,fruit,46
2025-03-03 08:31:00,fruit,46
2025-03-03 08:32:00,fruit,46
2025-03-03 08:33:00,checkout,46
2025-03-03 08:14:00,entrance,47
2025-03-03 08:15:00,dairy,47
2025-03-03 08:16:00,dairy,47
2025-03-03 08:17:00,dairy,47
2025-03-03 08:18:00,drinks,47
2025-03-03 08:19:00,spices,47
2025-03-03 08:20:00,checkout,47
2025-03-03 08:15:00,entrance,48
2025-03-03 08:16:00,dairy,48
2025-03-03 08:17:00,dairy,48
2025-03-03 08:18:00,dairy,48
2025-03-03 08:19:00,dairy,48
2025-03-03 08:20:00,spices,48
2025-03-03 08:21:00,spices,48
2025-03-03 08:22:00,drinks,48
2025-03-03 08:23:00,drinks,48
2025-03-03 08:24:00,fruit,48
2025-03-03 08:25:00,fruit,48
2025-03-03 08:26:00,fruit,48
2025-03-03 08:27:00,fruit,48
2025-03-03 08:28:00,fruit,48
2025-03-03 08:29:00,fruit,48
2025-03-03 08:30:00,checkout,48
2025-03-03 08:15:00,entrance,49
2025-03-03 08:16:00,fruit,49
2025-03-03 08:17:00,fruit,49
2025-03-03 08:18:00,fruit,49
2025-03-03 08:19:00,checkout,49
2025-03-03 08:15:00,entrance,50
2025-03-03 08:16:00,fruit,50
2025-03-03 08:17:00,fruit,50
2025-03-03 08:18:00,dairy,50
2025-03-03 08:19:00,dairy,50
2025-03-03 08:20:00,dairy,50
2025-03-03 08:21:00,dairy,50
2025-03-03 08:22:00,dairy,50
2025-03-03 08:23:00,dairy,50
2025-03-03 08:24:00,dairy,50
2025-03-03 08:25:00,dairy,50
2025-03-03 08:26:00,checkout,50
2025-03-03 08:15:00,entrance,51
2025-03-03 08:16:00,drinks,51
2025-03-03 08:17:00,drinks,51
2025-03-03 08:18:00,drinks,51
2025-03-03 08:19:00,fruit,51
2025-03-03 08:20:00,fruit,51
2025-03-03 08:21:00,spices,51
2025-03-03 08:22:00,spices,51
2025-03-03 08:23:00,spices,51
2025-03-03 08:24:00,fruit,51
2025-03-03 08:25:00,fruit,51
2025-03-03 08:26:00,dairy,51
2025-03-03 08:27:00,dairy,51
2025-03-03 08:28:00,dairy,51
2025-03-03 08:29:00,checkout,51
2025-03-03 08:16:00,entrance,52
2025-03-03 08:17:00,fruit,52
2025-03-03 08:18:00,dairy,52
2025-03-03 08:19:00,fruit,52
2025-03-03 08:20:00,fruit,52
2025-03-03 08:21:00,drinks,52
2025-03-03 08:22:00,fruit,52
2025-03-03 08:23:00,fruit,52
2025-03-03 08:24:00,fruit,52
2025-03-03 08:25:00,fruit,52
2025-03-03 08:26:00,fruit,52
2025-03-03 08:27:00,checkout,52
2025-03-03 08:16:00,entrance,53
2025-03-03 08:17:00,spices,53
2025-03-03 08:18:00,drinks,53
2025-03-03 08:19:00,drinks,53
2025-03-03 08:20:00,drinks,53
2025-03-03 08:21:00,fruit,53
2025-03-03 08:22:00,fruit,53
2025-03-03 08:23:00,spices,53
2025-03-03 08:24:00,drinks,53
2025-03-03 08:25:00,drinks,53
2025-03-03 08:26:00,fruit,53
2025-03-03 08:27:00,fruit,53
2025-03-03 08:28:00,drinks,53
2025-03-03 08:29:00,checkout,53
2025-03-03 08:16:00,entrance,54
2025-03-03 08:17:00,drinks,54
2025-03-03 08:18:00,drinks,54
2025-03-03 08:19:00,drinks,54
2025-03-03 08:20:00,checkout,54
2025-03-03 08:17:00,entrance,55
2025-03-03 08:18:00,fruit,55
2025-03-03 08:19:00,dairy,55
2025-03-03 08:20:00,dairy,55
2025-03-03 08:21:00,checkout,55
2025-03-03 08:18:00,entrance,56
2025-03-03 08:19:00,spices,56
2025-03-03 08:20:00,drinks,56
2025-03-03 08:21:00,checkout,56
2025-03-03 08:18:00,entrance,57
2025-03-03 08:19:00,spices,57
2025-03-03 08:20:00,drinks,57
2025-03-03 08:21:00,spices,57
2025-03-03 08:22:00,drinks,57
2025-03-03 08:23:00,spices,57
2025-03-03 08:24:00,drinks,57
2025-03-03 08:25:00,checkout,57
2025-03-03 08:18:00,entrance,58
2025-03-03 08:19:00,dairy,58
2025-03-03 08:20:00,dairy,58
2025-03-03 08:21:00,dairy,58
2025-03-03 08:22:00,dairy,58
2025-03-03 08:23:00,dairy,58
2025-03-03 08:24:00,drinks,58
2025-03-03 08:25:00,drinks,58
2025-03-03 08:26:00,drinks,58
2025-03-03 08:27:00,drinks,58
2025-03-03 08:28:00,spices,58
2025-03-03 08:29:00,spices,58
2025-03-03 08:30:00,drinks,58
2025-03-03 08:31:00,drinks,58
2025-03-03 08:32:00,drinks,58
2025-03-03 08:33:00,drinks,58
2025-03-03 08:34:00,spices,58
2025-03-03 08:35:00,checkout,58
2025-03-03 08:18:00,entrance,59
2025-03-03 08:19:00,fruit,59
2025-03-03 08:20:00,fruit,59
2025-03-03 08:21:00,fruit,59
2025-03-03 08:22:00,fruit,59
2025-03-03 08:23:00,dairy,59
2025-03-03 08:24:00,checkout,59
2025-03-03 08:19:00,entrance,60
2025-03-03 08:20:00,spices,60
2025-03-03 08:21:00,drinks,60
2025-03-03 08:22:00,drinks,60
2025-03-03 08:23:00,drinks,60
2025-03-03 08:24:00,checkout,60
2025-03-03 08:19:00,entrance,61
2025-03-03 08:20:00,spices,61
2025-03-03 08:21:00,checkout,61
2025-03-03 08:19:00,entrance,62
2025-03-03 08:20:00,fruit,62
2025-03-03 08:21:00,checkout,62
2025-03-03 08:19:00,entrance,63
2025-03-03 08:20:00,dairy,63
2025-03-03 08:21:00,dairy,63
2025-03-03 08:22:00,dairy,63
2025-03-03 08:23:00,dairy,63
2025-03-03 08:24:00,fruit,63
2025-03-03 08:25:00,fruit,63
2025-03-03 08:26:00,fruit,63
2025-03-03 08:27:00,fruit,63
2025-03-03 08:28:00,fruit,63
2025-03-03 08:29:00,checkout,63
2025-03-03 08:19:00,entrance,64
2025-03-03 08:20:00,drinks,64
2025-03-03 08:21:00,fruit,64
2025-03-03 08:22:00,fruit,64
2025-03-03 08:23:00,fruit,64
2025-03-03 08:24:00,dairy,64
2025-03-03 08:25:00,checkout,64
2025-03-03 08:20:00,entrance,65
2025-03-03 08:21:00,spices,65
2025-03-03 08:22:00,spices,65
2025-03-03 08:23:00,checkout,65
2025-03-03 08:20:00,entrance,66
2025-03-03 08:21:00,dairy,66
2025-03-03 08:22:00,checkout,66
2025-03-03 08:20:00,entrance,67
2025-03-03 08:21:00,fruit,67
2025-03-03 08:22:00,checkout,67
2025-03-03 08:20:00,entrance,68
2025-03-03 08:21:00,drinks,68
2025-03-03 08:22:00,checkout,68
2025-03-03 08:21:00,entrance,69
2025-03-03 08:22:00,spices,69
2025-03-03 08:23:00,spices,69
2025-03-03 08:24:00,fruit,69
2025-03-03 08:25:00,fruit,69
2025-03-03 08:26:00,fruit,69
2025-03-03 08:27:00,fruit,69
2025-03-03 08:28:00,fruit,69
2025-03-03 08:29:00,checkout,69
2025-03-03 08:22:00,entrance,70
2025-03-03 08:23:00,drinks,70
2025-03-03 08:24:00,checkout,70
2025-03-03 08:22:00,entrance,71
2025-03-03 08:23:00,spices,71
2025-03-03 08:24:00,dairy,71
2025-03-03 08:25:00,dairy,71
2025-03-03 08:26:00,drinks,71
2025-03-03 08:27:00,checkout,71
2025-03-03 08:23:00,entrance,72
2025-03-03 08:24:00,fruit,72
2025-03-03 08:25:00,spices,72
2025-03-03 08:26:00,spices,72
2025-03-03 08:27:00,spices,72
2025-03-03 08:28:00,checkout,72
2025-03-03 08:23:00,entrance,73
2025-03-03 08:24:00,drinks,73
2025-03-03 08:25:00,drinks,73
2025-03-03 08:26:00,drinks,73
2025-03-03 08:27:00,drinks,73
2025-03-03 08:28:00,drinks,73
2025-03-03 08:29:00,checkout,73
2025-03-03 08:25:00,entrance,74
2025-03-03 08:26:00,spices,74
2025-03-03 08:27:00,spices,74
2025-03-03 08:28:00,drinks,74
2025-03-03 08:29:00,drinks,74
2025-03-03 08:30:00,drinks,74
2025-03-03 08:31:00,spices,74
2025-03-03 08:32:00,spices,74
2025-03-03 08:33:00,dairy,74
2025-03-03 08:34:00,dairy,74
2025-03-03 08:35:00,checkout,74
2025-03-03 08:26:00,entrance,75
2025-03-03 08:27:00,fruit,75
2025-03-03 08:28:00,checkout,75
2025-03-03 08:27:00,entrance,76
2025-03-03 08:28:00,dairy,76
2025-03-03 08:29:00,dairy,76
2025-03-03 08:30:00,dairy,76
2025-03-03 08:31:00,dairy,76
2025-03-03 08:32:00,dairy,76
2025-03-03 08:33:00,dairy,76
2025-03-03 08:34:00,dairy,76
2025-03-03 08:35:00,checkout,76
2025-03-03 08:27:00,entrance,77
2025-03-03 08:28:00,spices,77
2025-03-03 08:29:00,dairy,77
2025-03-03 08:30:00,fruit,77
2025-03-03 08:31:00,fruit,77
2025-03-03 08:32:00,spices,77
2025-03-03 08:33:00,dairy,77
2025-03-03 08:34:00,spices,77
2025-03-03 08:35:00,spices,77
2025-03-03 08:36:00,spices,77
2025-03-03 08:37:00,drinks,77
2025-03-03 08:38:00,checkout,77
2025-03-03 08:27:00,entrance,78
2025-03-03 08:28:00,spices,78
2025-03-03 08:29:00,dairy,78
2025-03-03 08:30:00,dairy,78
2025-03-03 08:31:00,dairy,78
2025-03-03 08:32:00,dairy,78
2025-03-03 08:33:00,spices,78
2025-03-03 08:34:00,dairy,78
2025-03-03 08:35:00,checkout,78
2025-03-03 08:27:00,entrance,79
2025-03-03 08:28:00,spices,79
2025-03-03 08:29:00,spices,79
2025-03-03 08:30:00,dairy,79
2025-03-03 08:31:00,fruit,79
2025-03-03 08:32:00,checkout,79
2025-03-03 08:27:00,entrance,80
2025-03-03 08:28:00,spices,80
2025-03-03 08:29:00,checkout,80
2025-03-03 08:28:00,entrance,81
2025-03-03 08:29:00,fruit,81
2025-03-03 08:30:00,fruit,81
2025-03-03 08:31:00,checkout,81
2025-03-03 08:28:00,entrance,82
2025-03-03 08:29:00,spices,82
2025-03-03 08:30:00,spices,82
2025-03-03 08:31:00,dairy,82
2025-03-03 08:32:00,checkout,82
2025-03-03 08:30:00,entrance,83
2025-03-03 08:31:00,spices,83
2025-03-03 08:32:00,fruit,83
2025-03-03 08:33:00,fruit,83
2025-03-03 08:34:00,checkout,83
2025-03-03 08:31:00,entrance,84
2025-03-03 08:32:00,dairy,84
2025-03-03 08:33:00,spices,84
2025-03-03 08:34:00,spices,84
2025-03-03 08:35:00,drinks,84
2025-03-03 08:36:00,drinks,84
2025-03-03 08:37:00,checkout,84
2025-03-03 08:32:00,entrance,85
2025-03-03 08:33:00,fruit,85
2025-03-03 08:34:00,fruit,85
2025-03-03 08:35:00,dairy,85
2025-03-03 08:36:00,fruit,85
2025-03-03 08:37:00,fruit,85
2025-03-03 08:38:00,checkout,85
2025-03-03 08:33:00,entrance,86
2025-03-03 08:34:00,spices,86
2025-03-03 08:35:00,spices,86
2025-03-03 08:36:00,fruit,86
2025-03-03 08:37:00,fruit,86
2025-03-03 08:38:00,checkout,86
2025-03-03 08:33:00,entrance,87
2025-03-03 08:34:00,fruit,87
2025-03-03 08:35:00,checkout,87
2025-03-03 08:33:00,entrance,88
2025-03-03 08:34:00,fruit,88
2025-03-03 08:35:00,checkout,88
2025-03-03 08:33:00,entrance,89
2025-03-03 08:34:00,spices,89
2025-03-03 08:35:00,dairy,89
2025-03-03 08:36:00,dairy,89
2025-03-03 08:37:00,dairy,89
2025-03-03 08:38:00,dairy,89
2025-03-03 08:39:00,dairy,89
2025-03-03 08:40:00,checkout,89
2025-03-03 08:34:00,entrance,90
2025-03-03 08:35:00,drinks,90
2025-03-03 08:36:00,checkout,90
2025-03-03 08:34:00,entrance,91
2025-03-03 08:35:00,fruit,91
2025-03-03 08:36:00,drinks,91
2025-03-03 08:37:00,checkout,91
2025-03-03 08:34:00,entrance,92
2025-03-03 08:35:00,drinks,92
2025-03-03 08:36:00,checkout,92
2025-03-03 08:35:00,entrance,93
2025-03-03 08:36:00,spices,93
2025-03-03 08:37:00,fruit,93
2025-03-03 08:38:00,drinks,93
2025-03-03 08:39:00,fruit,93
2025-03-03 08:40:00,fruit,93
2025-03-03 08:41:00,spices,93
2025-03-03 08:42:00,fruit,93
2025-03-03 08:43:00,checkout,93
2025-03-03 08:36:00,entrance,94
2025-03-03 08:37:00,drinks,94
2025-03-03 08:38:00,checkout,94
2025-03-03 08:37:00,entrance,95
2025-03-03 08:38:00,fruit,95
2025-03-03 08:39:00,fruit,95
2025-03-03 08:40:00,dairy,95
2025-03-03 08:41:00,dairy,95
2025-03-03 08:42:00,dairy,95
2025-03-03 08:43:00,fruit,95
2025-03-03 08:44:00,spices,95
2025-03-03 08:45:00,spices,95
2025-03-03 08:46:00,spices,95
2025-03-03 08:47:00,spices,95
2025-03-03 08:48:00,spices,95
2025-03-03 08:49:00,spices,95
2025-03-03 08:50:00,spices,95
2025-03-03 08:51:00,spices,95
2025-03-03 08:52:00,drinks,95
2025-03-03 08:53:00,fruit,95
2025-03-03 08:54:00,spices,95
2025-03-03 08:55:00,spices,95
2025-03-03 08:56:00,dairy,95
2025-03-03 08:57:00,drinks,95
2025-03-03 08:58:00,drinks,95
2025-03-03 08:59:00,spices,95
2025-03-03 09:00:00,spices,95
2025-03-03 09:01:00,spices,95
2025-03-03 09:02:00,drinks,95
2025-03-03 09:03:00,drinks,95
2025-03-03 09:04:00,drinks,95
2025-03-03 09:05:00,spices,95
2025-03-03 09:06:00,fruit,95
